property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,host_has_profile_pic,host_response_rate,instant_bookable,name,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,price
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",6,2,Real Bed,strict,TRUE,LA,"Venice has always been the hangout mostly for the creative&artistic. This magical custom designed boho-chic 2+2BR has the true feeling of Venice, CA. The whole apartment is handcrafted by our talented local designers. Enjoy the day by riding your custom bike to the Pacific in 7mins. or take 5mins. and ride to Abbot Kinney for some creative & tasteful vibe or just walk a min. to your resort's salty pool w/ underwater speakers surrounded by cabanas to get some LosAngeles tan color! -FREE WI-FI, -FREE CUSTOM MADE BIKE READY-TO-RIDE, -FREE STREET PARKING, -RESORT STYLE SALTWATER SWIMMING POOL WITH UNDERWATER SPEAKERS  -ROOFTOP DECK with VENICE VIEWS -OUTDOOR LOUNGE SEATING with PATIO HEATERS -FIREPIT & FIREPLACE AREAS -2 STORY FITNESS CENTER with UPSCALE APPLIANCES -OUTDOOR WORKOUT SPACE -RESIDENT PARK with STAINLESS STEEL GRILLS and PICNIC TABLES -CENTRAL A/C , CENTRAL HEATING -BEST LOCATION. -LAUNDRY IN THE UNIT. -LUXURIOUS BATHROOMS with BATH and SHOWER (Complimentary Shampoo, Condition",TRUE,1,FALSE,HANDCRAFTED MAGICAL VENICE RESORT,7,100,90291,2,2,189.0000000000002
Apartment,Shared room,{},1,NA,Airbed,moderate,FALSE,LA,deleted,FALSE,0,FALSE,deleted,0,NA,90292,1,1,85.00000000000001
Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance""}",16,2.5,Real Bed,strict,TRUE,LA,"This property is a huge art filled loft with amazing an ocean view.  Our home has 3 balconies, a huge private patio, and is less than 30 seconds to the sand.   Since we are one street adjacent to Venice Beach, we are close enough to the action during the day but still removed enough to get some sleep during the evening.  Our home has a tandem parking spot that can easily fit two vehicles, a tremendous asset in LA.  We love art and have tons of pieces hung up on the 40 foot vaulted walls. The third bedroom is an open style ocean view loft! Big ocean views. Steps to the sand and the Venice boardwalk. Exquisitely designed. 2 car parking. 1/2 block to boardwalk/sand. Short walk to abbot kinney.  Comfortably sleeps 10 - 3 levels, 2.5 big and clean bathrooms Exquisitely designed with a Pan Pacific flair. There is a large living room with fireplace, flat screen TV, bar, modern leather sectional. Large glass windows face the ocean with with ocean views. A large front balcony with a BBQ and awe",TRUE,0.95,TRUE,5 Bed Ocean View Venice/Santa Monica Penthouse!,82,84,90291,3,5,548.9999999999999
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,strict,TRUE,LA,"This fresh, chic & bright beach studio is located in a wonderful mid-century modern 4-plex just steps 2 the sand. Included are a private ocean view patio w/furniture, full kitchen, bar, desk, chairs, new 55"" TV & queen bed, pullout bed/love-seat, parking + more.  You will love it! This fresh, chic & bright beach studio is located in a wonderful mid-century modern 4-plex just steps 2 the sand. Included are a private patio w/furniture, full kitchen, bar, desk, chairs, queen size bed, love-seat, & much more.  You will love it!!! Deep blues and cremes fill the space of this serene studio.  It is just a few blocks to fun and hip restaurants, bars & the pier.  The beach will be a constant backdrop to your stay in the studio, let the bursting sunsets enrich your evenings.  With a private outdoor patio, barbecue, and outdoor furniture, one is always able to refresh with the uplifting beach breeze. The studio has a private patio, a parking space, and a laundry room on premises. The location is ",TRUE,1,FALSE,"Venice Studio, Steps 2 sand/parking",78,96,90292,0,1,135.00000000000003
House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",3,2,Real Bed,strict,TRUE,LA,"Private, charming & peaceful 1 Bed /2 Bath/2 beds stand alone house in Venice Beach area. Cute hacienda-style house has a zen peaceful energy to it both inside and outside. Located off popular & hip Abbot Kinney Blvd and close to the beach. This unique quiet stand alone house is set in the back w/ large upfront gardens. Furnished tastefully, cozy & clean! This is a quiet stand alone private Spanish Style house is uniquely both very private and relaxing while easy to walk to fun and happening parts of Venice. Walking distance to amazing restaurants, cafes, walking distance to the beach and parking is free and accessible from the street. My house has all the amenities you need from kitchen to bathroom...a home away from home. Very cozy and tranquil day and night! It is a perfect place to rest your bones and retreat to easy Venice living. Safe neighborhood with kind considerate neighbors on both sides of me. This unique house is a stand alone set in the back from the street and others by ",TRUE,0,FALSE,Peaceful Private Venice Beach House,5,96,90291,1,2,126.99999999999987
Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",2,1,Real Bed,strict,TRUE,LA,"Welcome to my Venice Zen studio. Super simple/ small/ cozy studio, with a full bath, and a kitchen.  The space is small but flows very well.  Located across from the world famous Muscle Beach; walking distances to many great restaurants. TV with Netflix. Super fast internet.. No cable tv, unfortunately. Street parking. Please verify street cleaning signs ( usually either on Mondays or Tuesdays), Mildred Ave/ Strong Dr usually have plenty of parking ( depending on season). Good luck hunting! My studio is very small located in a historical Venice Beach building. The building is old, and a bit run down, but the room is exactly as pictured. Location location, location! You are literally right across to the world famous Venice Beach!  It's perfect for party of 2. I have wifi but I don't have cable.(I do have Netflix) Whole apartment is yours. I live a block away and I am always available with any questions. Venice Beach is a culturally diverse beach city. It's not quite like Malibu. We do h",TRUE,1,TRUE,"""ZEN"" Venice Beach studio. One block to Ocean!",30,99,90291,0,1,85.00000000000001
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,1,Real Bed,flexible,TRUE,LA,"Hello travelers! love to share our beach apartment with a fireplace w you! Directly across the marina & 4 min walk to beach & Washington Pier which are 4 min walk! Awesome bars and restaurants! BIG POOL/Jacuzzi/BBQ/Tennis courts/BIKES/cleaners/store You will LOVE our space, especially if you love MUSIC and the BEACH!  Our unit is located in a BIG apartment complex, I like to call it a ""Resort"" as it has everything you will need to never leave!  We have bongos, guitars, tambourines and LOTs of records to chill to! Our one bedroom is a perfect size for 2 people with a cozy electric fireplace and ALL kitchen amenities you will need!  Along with TV, Cable, WIFI and a cozy dining area to enjoy! We have 2 bikes on our patio, we love biking along the boardwalk to Venice, Santa Monica and The Palisades.  We also have a longboard for skating around AND hula-hoops!  Our patio overlooks Washington Blvd and has views of the beautiful Santa Monica mountains and palm trees and a nice breeze of the o",TRUE,0,FALSE,BEACH!Steps 2 Beach & Marina W/Pool,0,NA,90292,1,1,249.9999999999999
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",6,2,Real Bed,strict,TRUE,LA,"This suite are 2Bedroom/2Bathroom featuring balcony, this air-conditioned apartment offers a flat-screen TV and a seating area. A fully equipped kitchen with a dishwasher, an oven and a microwave and a dining area are included as well as washer and dryer inside and laundry facilities. Free toiletries are provided in the ensuite bathroom. Guests at Marina del Ray Suites can enjoy a swim in the outdoor pool or relax in the hottub. Facilities include a state-of-the-art fitness center, BBQ and more All our suites are 2 Bedroom/2Bathroom featuring balcony, this air-conditioned apartment offers a flat-screen TV and a seating area. A fully equipped kitchen with a dishwasher, an oven and a microwave and a dining area are included as well as washer and dryer inside and laundry facilities. Free toiletries are provided in the ensuite bathroom. PLEASE NOTE THIS IS NOT A PARTY BUILDING. IF YOU GET DRUNK AND BRING THE PARTY BACK HOME MY NEIGHBORS WILL COMPLAIN AND REPORT THIS TO MANAGEMENT. YOU WILL",TRUE,1,TRUE,Luxury Marina del Rey 2bedroom/2bathroom Suite 3,10,96,90292,2,3,248.99999999999972
Apartment,Private room,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Doorman,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit""}",2,1,Real Bed,strict,FALSE,LA,"Cozy master bedroom in an apartment on the third floor of an amazing building. You have a beautiful window view of the mountains.  You also have your own bathroom and lots of privacy.  There is a comfy queen size bed as well as space on the floor.  Beach is 1.5 miles away, and restaurants are within walking.  There is a bus (The 33) that goes directly up to beach - of you walk across the street and walk up to the left you will find a bus stop on the corner.   Don't hesitate to ask me questions. This apartment is in the perfect location.  It is approx. 1.5 mile to the beach and 1/2 mile to Abbott Kinney, as well as 10 min. from the airport.   You will have your own bedroom and bathroom as well as open to use the kitchen and living room space. You will have your own bedroom and bathroom space. I will be available if any questions or help is needed throughout your stay. Easy access to transportation and bus stops Close to the beach Close to grocery stores  Beautiful view from windows",TRUE,0.67,FALSE,Near Beach: Master Bedroom/Bathroom,75,95,90291,1,1,74.99999999999997
House,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",4,1,Real Bed,strict,TRUE,LA,"Charming light-filled and private cottage in the heart of Venice Beach that could sleep up to 4. Beach cruise bikes and surf boards are included. Charming light-filled and private back cottage that could sleep up to 4: two in a comfortable ,adjustable Sleep Number queen bed, and two on the sofa bed. There is a large, private deck with couches, hammock and barbecue, perfect place to chill out and enjoy the weather. The swivel-mounted 50"" TV with Netflix and can rotate to watch from anywhere in the house, even from the front deck! This house is just a 5 - 10 minute walk from everything that makes Venice a unique and exciting place to visit. Located in a the heart of Venice. - Only 5 blocks from the beach, Venice boardwalk, Erwin Hotel rooftop bar and the famous Muscle Beach (Basketball, volleyball, handball, paddle tennis, skate park, roller-skate park, bike path, boxing, and Venice Pier) - Just 1/2 block from Abbot Kinney Blvd.: GQ Magazine named it ""The Coolest Street in America"": enjo",TRUE,0,FALSE,Cottage in the heart of Venice,22,94,90291,0,2,460.00000000000097
